,Timestamp
62248,59758.61554
62252,59758.71832
62295,59759.81825
62299,59759.92177
62303,59760.02301
62413,59762.83901
62417,59762.94173
62421,59763.0438
62425,59763.14623
62429,59763.25006
64817,59824.38609
64821,59824.48887
64824,59824.56539
64828,59824.66779
64832,59824.77047
64836,59824.87352
108313,61127.9833
108317,61128.08521
108356,61129.08513
108359,61129.16054
108363,61129.26299
108472,61132.05354
108476,61132.1559
108480,61132.25838
108484,61132.36072
108488,61132.46358
108559,61134.28122
108563,61134.38358
108567,61134.48682
108570,61134.56275
108574,61134.66542
108578,61134.76737
111715,61215.08081
111719,61215.18308
111757,61216.15698
111761,61216.25836
111765,61216.36076
111870,61219.04925
111874,61219.15144
111878,61219.25381
111882,61219.35658
111885,61219.43332
111954,61221.19958
111957,61221.27747
111962,61221.40442
111965,61221.48154
111969,61221.58377
111973,61221.68602
114001,61273.60676
114052,61274.91286
114056,61275.01491
114060,61275.1173
114064,61275.21972
115183,61303.86844
115255,61305.71309
115258,61305.78853
115262,61305.8916
115266,61305.99401
116144,61328.47178
116185,61329.52151
116188,61329.59823
116192,61329.70072
116196,61329.80317
118236,61382.03141
118240,61382.13384
118278,61383.10653
118282,61383.20881
118286,61383.31117
118389,61385.9483
118393,61386.05088
118397,61386.15396
118401,61386.25551
118405,61386.35784
118436,61387.15149
118440,61387.25388
118444,61387.35731
118448,61387.46038
118452,61387.56187
118456,61387.66364
121080,61454.84357
121084,61454.94629
121123,61455.944
121126,61456.02074
121130,61456.12314
121233,61458.76014
121237,61458.8626
121240,61458.93938
121244,61459.04206
121248,61459.14427
121507,61465.77568
121511,61465.87781
121515,61465.98047
121519,61466.08275
121523,61466.18469
121527,61466.28709
123098,61506.50778
123141,61507.60904
123145,61507.71251
123149,61507.81381
123152,61507.89043
124294,61537.12778
124298,61537.23141
124341,61538.33107
124345,61538.43345
124349,61538.53619
124451,61541.14796
124455,61541.24986
124459,61541.35244
124463,61541.45614
124467,61541.55697
125483,61567.56977
125487,61567.67095
125491,61567.77343
125495,61567.87628
125499,61567.97836
125503,61568.08142
126358,61589.97089
126362,61590.0727
126400,61591.0455
126404,61591.15067
126408,61591.25033
126510,61593.86195
126514,61593.96413
126518,61594.06752
126522,61594.16936
126526,61594.27135
126577,61595.57719
126581,61595.67955
126585,61595.78185
126589,61595.88458
126593,61595.98669
126596,61596.06368
127395,61616.52046
127399,61616.6245
127438,61617.62083
127442,61617.72585
127446,61617.82523
127550,61620.48977
127554,61620.59018
127558,61620.69276
127562,61620.79511
127566,61620.89783
127604,61621.87026
127608,61621.97268
127612,61622.07507
127616,61622.17778
127620,61622.28036
127624,61622.38241
128887,61654.71821
128934,61655.92091
128938,61656.02358
128942,61656.12705
128945,61656.20321
129394,61667.69772
129442,61668.92664
129445,61669.0043
129449,61669.10583
129453,61669.20829
131265,61715.59905
131304,61716.59762
131308,61716.6999
131312,61716.80232
131316,61716.90666
132171,61738.79471
132175,61738.89958
132236,61740.4587
132240,61740.56206
132243,61740.63786
132345,61743.24924
132349,61743.35186
132353,61743.45402
132357,61743.5567
132361,61743.65896
132439,61745.65677
132443,61745.75817
132447,61745.86102
132451,61745.96308
132454,61746.03985
132458,61746.14227
135000,61811.22266
135004,61811.32564
135042,61812.29778
135046,61812.40077
135050,61812.50515
135154,61815.16553
135158,61815.26792
135162,61815.37002
135166,61815.47269
135169,61815.5498
135238,61817.31648
135241,61817.39305
135246,61817.52052
135249,61817.5982
135253,61817.69989
135257,61817.80252
136629,61852.92814
136695,61854.61779
136699,61854.7201
136703,61854.82312
136707,61854.92559
140378,61948.90996
140382,61949.01248
140431,61950.26676
140435,61950.3691
140439,61950.47155
140642,61955.66871
140646,61955.77153
140650,61955.87359
140654,61955.97665
140658,61956.0783
141516,61978.04534
141520,61978.14845
141524,61978.25006
141528,61978.35247
141532,61978.45526
141536,61978.55684
142662,62007.38464
142717,62008.79281
142721,62008.89518
142725,62008.99791
142729,62009.10144
143325,62024.3594
143395,62026.1509
143399,62026.25326
143403,62026.35581
143407,62026.45839
144521,62054.97958
144525,62055.08207
144564,62056.07971
144568,62056.18204
144572,62056.2859
144672,62058.84529
144676,62058.94772
144680,62059.04947
144684,62059.15246
144688,62059.25425
144741,62060.61199
144745,62060.71365
144749,62060.81619
144753,62060.91835
144757,62061.02117
144761,62061.12329
146483,62105.20978
146487,62105.31223
146526,62106.31237
146530,62106.414
146534,62106.51661
146717,62111.20074
146721,62111.30308
146725,62111.40559
146729,62111.5089
146733,62111.61028
146754,62112.14911
146758,62112.25092
146762,62112.35283
146766,62112.45553
146770,62112.55754
146773,62112.63464
148252,62150.49967
148297,62151.65185
148301,62151.75432
148305,62151.85677
148309,62151.95931
149354,62178.71309
149412,62180.19794
149416,62180.30034
149420,62180.40279
149424,62180.50637
150662,62212.20147
150713,62213.50696
150717,62213.60965
150721,62213.71268
150725,62213.81384
151250,62227.2544
151310,62228.79053
151314,62228.89412
151318,62228.99546
151322,62229.09779
153027,62272.74924
153031,62272.85185
153102,62274.66925
153106,62274.77167
153110,62274.87441
153213,62277.51104
153217,62277.61347
153221,62277.71864
153225,62277.8183
153229,62277.92068
153864,62294.17796
153868,62294.28087
153872,62294.38275
153876,62294.4859
153880,62294.58856
153884,62294.69024
156612,62364.5324
156616,62364.63461
156662,62365.81235
156666,62365.91537
156670,62366.01706
156777,62368.75651
156781,62368.85981
156785,62368.96302
156789,62369.06418
156792,62369.14092
156873,62371.21507
156877,62371.31668
156881,62371.41916
156885,62371.52175
156889,62371.62432
156893,62371.72685
158405,62410.43685
158454,62411.69158
158458,62411.79348
158462,62411.89603
158466,62411.99903
159963,62450.32443
160044,62452.39816
160048,62452.50072
160051,62452.57756
160055,62452.6799
161459,62488.62577
161522,62490.23831
161525,62490.31503
161529,62490.41775
161533,62490.51946
162042,62503.5509
162103,62505.11324
162107,62505.21507
162111,62505.31828
162115,62505.4199
163376,62537.70392
163380,62537.80699
163419,62538.80518
163423,62538.90724
163427,62539.00991
163528,62541.59548
163532,62541.69783
163536,62541.80029
163540,62541.90296
163544,62542.00582
163838,62549.53204
163842,62549.63444
163846,62549.73837
163850,62549.8393
163854,62549.94172
163858,62550.04596
165214,62584.76041
165261,62585.9643
165265,62586.06738
165269,62586.16867
165273,62586.27168
166105,62607.57207
166109,62607.67479
166148,62608.67268
166151,62608.74943
166155,62608.85187
166260,62611.54036
166264,62611.64301
166268,62611.7457
166272,62611.84724
166276,62611.9497
166379,62614.58676
166383,62614.69087
166387,62614.79164
166390,62614.86853
166394,62614.97084
166398,62615.0734
167877,62652.93862
167881,62653.04092
167925,62654.16732
167929,62654.26972
167933,62654.37288
168036,62657.00916
168040,62657.11197
168044,62657.21413
168048,62657.31672
168052,62657.42062
168127,62659.33897
168131,62659.44142
168135,62659.54528
168139,62659.64617
168143,62659.74922
168147,62659.85126
169522,62695.05368
169566,62696.18017
169570,62696.28257
169574,62696.38497
169578,62696.48739
172476,62770.68196
172480,62770.78547
172541,62772.34612
172545,62772.44881
172549,62772.55119
172651,62775.16228
172655,62775.26472
172659,62775.36812
172663,62775.4697
172667,62775.57196
172688,62776.10993
172692,62776.21245
172696,62776.31478
172699,62776.39118
172703,62776.49358
172707,62776.59597
174976,62834.68719
175015,62835.68641
175019,62835.78815
175022,62835.86454
175026,62835.96695
176283,62868.14943
176287,62868.25137
176376,62870.5298
176380,62870.63215
176384,62870.73443
176486,62873.34728
176490,62873.4484
176494,62873.55063
176498,62873.65363
176502,62873.75548
176996,62886.40401
177000,62886.50523
177004,62886.60771
177008,62886.71071
177012,62886.81298
177016,62886.91624
178918,62935.61016
178921,62935.6878
178971,62936.96677
178975,62937.07018
178979,62937.1719
179079,62939.73176
179082,62939.80893
179086,62939.9116
179090,62940.01339
179094,62940.11579
179508,62950.71647
179512,62950.81746
179515,62950.89443
179519,62950.99671
179523,62951.09901
179527,62951.20151
182501,63027.34173
182505,63027.4442
182577,63029.28782
182581,63029.39007
182585,63029.49295
182692,63032.23223
182695,63032.30853
182699,63032.4116
182703,63032.51378
