Time,Isosbestic,Fluorescence
498.984234,1113.432,870.928
499.184233,1108.194,872.193
499.384223,1104.183,856.884
499.584214,1107.367,852.36
499.784207,1105.036,844.151
499.984201,1108.197,849.623
500.184199,1109.013,842.335
500.384187,1107.618,837.653
500.584183,1104.134,840.356
500.784175,1112.189,840.874
500.984173,1138.202,842.385
501.184163,1135.671,842.127
501.384156,1132.341,857.444
501.58415,1129.238,841.736
501.784141,1119.759,864.207
501.984139,1107.043,858.262
502.184133,1114.867,847.674
502.384124,1111.741,842.092
502.584114,1113.772,844.553
502.784108,1115.734,844.484
502.984103,1106.731,833.611
503.184094,1083.33,853.232
503.384089,1104.075,856.835
503.584086,1093.702,864.534
503.784079,1118.634,869.087
503.984066,1109.099,854.746
504.184059,1100.215,837.848
504.384048,1083.945,832.871
504.584042,1079.885,830.634
504.784034,1098.051,847.211
504.984023,1110.801,836.223
505.184013,1109.677,842.13
505.384006,1112.958,835.133
505.583996,1111.194,834.419
505.783984,1121.958,846.643
505.983975,1132.358,839.348
506.183963,1136.299,840.345
506.383957,1132.338,837.155
506.583947,1126.382,838.652
506.78394,1125.171,841.058
506.983928,1125.816,834.746
507.18392,1133.438,835.363
507.38391,1129.653,827.591
507.583901,1123.512,827.251
507.783892,1124.575,826.264
507.983887,1124.666,826.71
508.183878,1126.571,827.021
508.383865,1128.232,833.486
508.583841,1134.764,837.445
508.783844,1145.617,839.394
508.98384,1124.378,834.506
509.183832,1121.368,832.121
509.383822,1124.243,837.117
509.583813,1119.973,843.941
509.783799,1140.281,839.278
509.983795,1131.127,848.969
510.183784,1132.297,845.767
510.383775,1122.197,845.885
510.583765,1128.514,859.318
510.783754,1138.393,870.422
510.983744,1136.201,852.767
511.183735,1123.988,833.592
511.38373,1111.667,831.635
511.583716,1112.598,824.424
511.783707,1117.005,833.087
511.983707,1125.969,828.818
512.183698,1130.678,826.699
512.383687,1133.655,826.127
512.583684,1137.094,833.16
512.783675,1137.852,836.676
512.983674,1128.621,823.967
513.183667,1126.868,828.214
513.383658,1125.369,830.056
513.583654,1111.714,821.139
513.783648,1116.412,817.138
513.983642,1111.855,821.383
514.183634,1114.937,820.394
514.383631,1124.574,822.269
514.583624,1128.511,829.675
514.783613,1131.915,823.362
514.983609,1130.524,820.098
515.183603,1139.614,818.607
515.383599,1129.145,821.752
515.58359,1116.618,814.451
515.783586,1123.443,824.024
515.983579,1122.265,816.532
516.183574,1117.874,817.743
516.383568,1116.265,819.566
516.583562,1110.914,815.892
516.783555,1131.211,837.172
516.983549,1136.991,836.813
517.183539,1142.73,831.562
517.383533,1144.64,833.907
517.583529,1131.448,830.044
517.783525,1122.047,841.672
517.983519,1113.713,853.882
518.183513,1109.678,845.217
518.383501,1114.554,835.868
518.583497,1111.772,836.475
518.783494,1098.669,822.024
518.983488,1087.291,812.605
519.183475,1095.869,814.235
519.383475,1104.657,815.118
519.583466,1106.148,811.217
519.783459,1106.263,813.88
519.983459,1116.054,814.027
520.183459,1118.421,813.297
520.383457,1119.018,813.02
520.583451,1121.85,813.967
520.783451,1122.77,825.804
520.98345,1120.507,855.345
521.183447,1098.064,904.685
521.383445,1108.674,867.571
521.583445,1114.951,847.399
521.783441,1096.974,856.461
521.983438,1088.764,845.632
522.183432,1097.423,829.789
522.383427,1094.229,824.748
522.583427,1088.85,839.422
522.783429,1086.473,854.065
522.983426,1083.212,833.384
523.183419,1085.735,838.382
523.383419,1090.716,833.075
523.583416,1081.548,840.137
523.783415,1089.744,841.288
523.983415,1090.764,838.473
524.183413,1094.484,852.071
524.383408,1106.885,863.532
524.583404,1112.157,862.796
524.783403,1104.016,858.517
524.983403,1095.822,859.673
525.183399,1099.135,844.07
525.383399,1094.73,852.726
525.583393,1101.806,871.687
525.783395,1102.364,875.497
525.98339,1119.578,871.043
526.183391,1118.468,848.647
526.38339,1110.57,846.112
526.583386,1113.314,845.91
526.78338,1112.814,836.665
526.983383,1118.694,834.753
527.183375,1102.523,845.623
527.383378,1099.547,836.355
527.583374,1108.683,828.504
527.783373,1084.955,824.187
527.983359,1096.489,838.083
528.183355,1104.428,834.273
528.38334,1084.12,830.016
528.583333,1088.061,845.335
528.783322,1098.966,842.754
528.983313,1088.723,827.954
529.183304,1106.731,837.776
529.383292,1101.099,833.855
529.583286,1100.299,823.539
529.783276,1086.385,818.456
529.983262,1112.037,828.896
530.183253,1110.963,813.403
530.383248,1100.062,829.882
530.583235,1111.708,850.369
530.783225,1111.573,846.468
530.983215,1108.627,871.57
531.183207,1103.398,846.013
531.383195,1100.09,838.447
531.583187,1107.046,843.295
531.783179,1109.259,836.022
531.983171,1091.092,823.111
532.183158,1082.489,823.066
532.383151,1091.113,817.934
532.583137,1088.71,825.172
532.783128,1086.956,817.829
532.983122,1090.969,828.679
533.183114,1102.206,830.089
533.383098,1092.557,828.246
533.583089,1095.541,829.892
533.783082,1080.619,846.202
533.98307,1091.385,834.206
534.18306,1060.802,824.736
534.383054,1060.589,801.484
534.583042,1072.738,801.506
534.783033,1057.422,807.64
534.983023,1067.705,819.558
535.183017,1088.476,814.111
535.383001,1078.242,797.531
535.582998,1062.448,794.042
535.782982,1069.568,805.604
535.982976,1064.079,816.9
536.182969,1088.235,829.507
536.382963,1088.999,812.694
536.582953,1083.41,825.132
536.782947,1092.097,828.958
536.982942,1105.073,824.142
537.182933,1090.823,827.989
537.382926,1117.692,837.661
537.582925,1103.01,849.798
537.782915,1102.351,845.953
537.982905,1096.742,835.49
538.182904,1116.939,835.48
538.382893,1102.544,836.284
538.582886,1099.155,836.368
538.782882,1128.259,828.71
538.982874,1115.272,823.967
539.182863,1106.835,836.01
539.382857,1103.324,824.367
539.582853,1101.339,829.465
539.782842,1090.285,822.931
539.982838,1091.721,834.998
540.182827,1102.614,834.959
540.38282,1099.733,826.619
540.582813,1087.435,816.59
540.782805,1107.804,829.441
540.982804,1095.14,829.309
541.182794,1098.279,828.81
541.382785,1098.051,839.129
541.582784,1089.892,826.478
541.782774,1093.186,824.94
541.982767,1091.709,817.623
542.182761,1099.767,815.692
542.38275,1102.893,825.637
542.582744,1102.704,831.146
542.782736,1114.009,826.744
542.982733,1104.291,826.075
543.182726,1109.198,835.832
543.382714,1106.927,857.438
543.582713,1100.627,836.697
543.782699,1084.766,823.98
543.982699,1088.462,824.507
544.182697,1100.703,829.68
544.382696,1101.531,819.111
544.582692,1095.712,829.375
544.782693,1087.28,818.516
544.982688,1081.983,815.581
545.182685,1099.995,835.712
545.382687,1100.832,827.5
545.582682,1091.701,818.586
545.78268,1092.529,812.009
545.982682,1106.526,824.506
546.182681,1112.79,834.426
546.382674,1112.166,826.849
546.582672,1123.843,826.906
546.782671,1113.342,819.872
546.982674,1105.97,817.924
547.182669,1110.224,819.037
547.382666,1110.245,827.363
547.582663,1090.776,820.169
547.782665,1100.483,813.498
547.982658,1099.749,813.259
548.182662,1105.287,820.086
548.382657,1101.356,822.956
548.582657,1114.127,826.131
548.782651,1104.629,838.33
548.98265,1109.341,858.192
549.182649,1102.804,837.14
549.382645,1089.941,820.457
549.582645,1087.242,814.488
549.782644,1083.073,822.21
549.982641,1083.757,835.246
550.18264,1089.315,824.26
550.382641,1074.911,814.106
550.582636,1082.866,828.555
550.782631,1089.53,816.154
550.982633,1077.652,816.24
551.182627,1080.226,824.512
551.38263,1088.295,815.67
551.582627,1090.841,812.258
551.782622,1093.407,804.69
551.982624,1088.746,806.532
552.18262,1088.7,803.531
552.382616,1091.941,800.13
552.582612,1099.946,824.922
552.782612,1122.524,848.02
552.982604,1096.296,834.54
553.182602,1081.323,880.251
553.382599,1082.051,861.405
553.582601,1076.497,835.295
553.782595,1075.617,821.512
553.98259,1082.457,817.681
554.182592,1060.928,824.529
554.382589,1076.96,816.826
554.582583,1063.025,828.97
554.782584,1080.293,826.249
554.982576,1080.843,828.075
555.182576,1083.03,824.689
555.382575,1084.221,817.427
555.582569,1079.722,829.605
555.782566,1075.116,850.394
555.982566,1079.657,881.437
556.182559,1058.134,921.617
556.382558,1050.137,867.502
556.582554,1060.504,934.62
556.782553,1040.306,877.856
556.98255,1048.031,866.658
557.182546,1052.68,848.32
557.382544,1047.76,829.777
557.582544,1048.316,813.488
557.782542,1029.158,832.255
557.982534,1045.317,819.115
558.182536,1068.392,832.38
558.382529,1073.963,832.112
558.58253,1061.612,824.421
558.782524,1060.428,823.611
558.982523,1077.112,829.201
559.182519,1087.956,817.026
559.382519,1084.172,815.68
559.582518,1075.917,813.04
559.782515,1079.704,819.4
559.9825,1080.317,812.279
560.182494,1072.075,814.164
560.382481,1089.324,808.19
560.582475,1092.276,809.82
560.782463,1093.264,813.895
560.982452,1107.269,812.269
561.182439,1103.004,815.154
561.382434,1103.577,812.377
561.582419,1095.08,811.91
561.782414,1095.775,810.187
561.982399,1102.082,812.943
562.182388,1086.639,814.042
562.382381,1098.808,811.656
562.582372,1093.097,814.53
562.782361,1084.246,814.477
562.98235,1078.226,814.831
563.182339,1067.238,804.435
563.382329,1075.939,818.317
563.58232,1088.849,808.775
563.78231,1068.203,807.878
563.982299,1072.969,799.435
564.182286,1066.557,806.621
564.382279,1082.028,812.684
564.582268,1072.207,803.126
564.782257,1079.956,800.855
564.982247,1087.157,803.335
565.182237,1092.164,803.323
565.382229,1102.023,805.246
565.582215,1107.475,815.957
565.782204,1095.556,814.296
565.982197,1093.236,818.3
566.182187,1101.774,802.508
566.382174,1090.913,802.857
566.582168,1090.425,817.02
566.782153,1087.127,796.775
566.982143,1065.68,819.556
567.182132,1071.506,805.267
567.382125,1077.535,811.371
567.582113,1076.96,805.994
567.782104,1070.9,800.248
567.982098,1085.081,796.774
568.182094,1090.849,798.126
568.382087,1109.51,801.485
568.582086,1110.531,804.426
568.782075,1106.042,814.243
568.982071,1108.471,803.299
569.182066,1113.095,814.132
569.382063,1119.803,829.7
569.582057,1108.088,817.299
569.782056,1098.909,819.135
569.982046,1106.585,807.27
570.18204,1104.978,817.7
570.382036,1124.814,822.742
570.582037,1101.424,824.021
570.782028,1116.094,850.988
570.982022,1130.73,843.881
571.182019,1126.816,864.647
571.382013,1112.067,843.089
571.58201,1092.23,827.535
571.782004,1093.175,835.162
571.982,1087.783,831.308
572.181994,1102.753,831.61
572.381991,1088.635,827.443
572.58198,1097.268,832.148
572.781981,1111.523,829.33
572.98197,1098.536,834.65
573.181968,1109.804,835.317
573.381966,1122.901,842.817
573.58196,1121.527,837.404
573.781956,1105.193,826.016
573.981949,1099.322,828.337
574.181947,1115.252,825.549
574.381938,1109.311,826.541
574.581934,1108.419,823.749
574.781927,1111.059,825.617
574.981924,1105.802,826.777
575.18192,1101.09,831.389
575.381911,1119.726,826.011
575.581911,1097.925,820.494
575.781901,1106.857,816.946
575.981896,1104.944,829.717
576.181887,1117.467,838.32
576.381878,1108.871,837.894
576.581873,1123.073,842.743
576.781865,1098.35,818.537
576.981862,1108.587,827.923
577.181855,1117.587,826.91
577.381842,1110.823,847.571
577.581833,1117.58,866.83
577.781828,1121.183,871.558
577.981824,1099.365,837.231
578.181813,1089.123,823.597
578.381808,1075.374,833.499
578.5818,1093.653,831.443
578.781792,1070.956,831.645
578.981786,1087.662,841.097
579.181777,1106.562,841.129
579.381767,1100.757,818.811
579.581763,1085.025,822.433
579.781751,1076.658,836.545
579.981747,1128.825,859.458
580.181735,1090.747,851.738
580.381731,1112.49,875.071
580.581723,1076.951,850.02
580.781718,1072.915,833.27
580.981708,1074.34,834.427
581.181703,1081.982,826.626
581.381692,1069.446,828.173
581.581683,1081.178,826.559
581.781677,1068.07,827.557
581.981669,1087.332,829.169
582.18166,1091.169,831.707
582.381654,1096.809,846.564
582.581647,1103.133,844.318
582.78164,1094.317,848.381
582.981635,1085.559,847.858
583.181624,1092.841,843.039
583.381614,1071.298,870.764
583.58161,1077.519,841.624
583.781601,1071.541,840.723
583.981598,1092.771,837.7
584.18159,1073.361,825.891
584.381578,1066.072,821.142
584.581577,1082.548,825.951
584.781564,1082.792,825.932
584.981559,1073.381,819.472
585.181551,1079.938,824.466
585.381547,1099.202,828.852
585.581539,1088.386,833.941
585.781526,1090.801,835.727
585.981523,1099.636,835.282
586.181516,1070.039,826.126
586.381507,1071.685,824.673
586.581504,1096.278,845.849
586.781496,1085.531,835.969
586.981489,1074.229,843.671
587.181481,1075.537,840.435
587.381471,1071.831,857.318
587.581462,1073.325,840.42
587.781454,1072.905,848.564
587.981448,1078.851,858.512
588.18144,1082.295,857.068
588.381431,1080.703,853.643
588.581424,1083.896,842.738
588.781422,1083.544,849.149
588.981415,1091.739,838.293
589.181406,1082.621,838.101
589.381398,1084.508,855.074
589.581393,1081.993,831.552
589.781382,1084.06,826.723
589.98138,1081.299,833.218
590.181366,1087.09,835.6
590.381362,1074,822.275
590.581357,1081.648,820.12
590.781344,1084.623,821.809
590.981338,1097.271,829.03
591.181335,1100.085,827.855
591.381327,1083.806,860.699
591.58132,1067.783,874.106
591.781314,1060.401,843.853
591.981303,1055.654,826.963
592.18129,1066.255,818.942
592.381281,1043.869,809.339
592.581276,1052.448,805.71
592.781267,1035.654,804.622
592.98126,1036.223,827.365
593.181246,1108.175,833.601
593.381239,1067.914,834.576
593.581227,1072.975,831.176
593.781223,1093.746,828.813
593.981209,1089.578,839.345
594.181201,1102.294,842.607
594.381198,1084.382,832.305
594.581185,1086.153,846.962
594.78118,1092.102,855.432
594.981165,1100.325,873.615
595.181161,1076.807,849.77
595.381151,1073.604,842.347
595.58114,1091.092,829.574
595.781132,1077.841,823.51
595.981122,1065.556,831.309
596.181113,1075.392,829.025
596.381108,1069.705,842.538
596.5811,1078.714,831.885
596.78109,1074.095,822.828
596.981078,1081.715,828.505
597.181071,1088.674,826.614
597.381061,1082.703,821.047
597.581054,1085.876,820.468
597.78104,1091.246,838.082
597.981034,1087.918,825.778
598.181028,1075.368,829.775
598.381014,1085.037,837.445
598.581008,1090.108,840.441
598.780996,1083.084,834.787
598.980992,1072.069,822.115
599.180979,1072.195,824.83
599.380972,1070.58,835.222
599.580963,1064.755,841.628
599.780956,1066.202,840.995
599.980955,1071.613,830.203
600.180952,1075.874,823.529
600.380949,1072.949,815.561
600.580948,1070.934,817.151
600.78095,1063.521,825.785
600.980948,1077.658,815.876
601.180942,1070.835,815.371
601.380945,1064.748,809.364
601.580938,1061.418,827.359
601.780937,1082.287,825.896
601.980935,1068.023,832.289
602.180938,1055.823,822.086
602.380934,1068.849,824.454
602.580933,1069.111,831.751
602.780932,1078.476,846.432
602.980932,1081.747,832.393
603.180927,1090.953,817.672
603.38093,1075.612,824.78
603.580924,1085.553,813.418
603.780924,1098.474,819.433
603.980924,1089.434,822.574
604.180926,1099.736,823.587
604.380919,1105.591,826.478
604.58092,1112.626,825.359
604.78092,1116.569,826.558
604.980921,1122.139,831.153
605.180915,1115.853,819.99
605.380915,1083.816,816.087
605.580913,1094.555,812.261
605.780915,1094.127,813.308
605.980912,1099.846,812.352
606.180909,1070.314,820.598
606.380908,1101.083,814.76
606.580907,1090.246,830.159
606.780909,1091.564,809.735
606.980902,1087.447,812.974
607.180905,1065.052,808.793
607.3809,1056.898,802.1
607.580903,1073.683,811.768
607.780901,1062.406,805.57
607.980888,1059.616,827.531
608.180878,1096.489,834.822
608.380869,1078.408,828.755
608.58086,1076.096,826.75
608.780849,1065.783,817.84
608.980841,1081.712,806.67
609.180828,1076.166,805.733
609.38082,1071.843,811.689
609.580814,1077.03,820.756
609.780803,1085.517,836.196
609.980788,1093.163,834.709
610.180783,1100.115,846.11
610.380771,1099.33,835.844
610.580763,1111.757,832.937
610.780751,1115.072,837.658
610.980741,1127.866,827.129
611.180732,1118.683,831.97
611.380724,1127.618,825.694
611.58071,1112.619,822.733
611.780704,1110.753,814.019
611.980689,1105.505,817.857
612.180683,1076.55,803.479
612.380673,1079.577,799.975
612.580665,1099.58,824.302
612.780651,1106.726,836.134
612.98064,1105.436,839.355
613.180633,1094.294,814.305
613.380623,1073.769,809.438
613.580614,1099.157,817.118
613.7806,1081.58,820.706
613.980594,1095.508,836.077
614.180581,1102.681,826.304
614.380568,1090.82,813.677
614.580565,1080.713,803.691
614.780552,1071.47,805.001
614.980543,1078.153,803.145
615.180529,1099.313,815.005
615.380522,1089.115,817.669
615.580511,1089.562,813.028
615.7805,1104.628,820.226
615.980494,1087.647,813.731
616.180486,1093.707,813.04
616.380481,1095.457,816.477
616.580479,1093.544,810.299
616.780468,1094.507,808.931
616.980461,1100.481,810.377
617.180459,1101.125,817.362
617.380452,1114.883,814.865
617.580445,1109.336,808.771
617.780436,1104.016,808.573
617.98043,1086.08,808.987
618.180427,1109.95,829.125
618.38042,1086.452,814.542
618.580413,1066.522,816.733
618.780405,1076.868,810.678
618.980403,1083.722,806.11
619.180394,1076.302,815.024
619.38039,1074.287,816.061
619.58038,1087.403,829.614
619.780376,1083,831.544
619.98037,1079.361,827.614
620.180364,1078.623,839.095
620.380359,1082.63,834.454
620.58035,1073.618,827.601
620.780345,1084.113,847.152
620.980338,1088.631,834.455
621.180333,1083.199,828.422
621.380322,1080.534,823.719
621.580318,1083.477,817.912
621.780309,1085.912,823.038
621.980304,1102.793,823.698
622.1803,1089.224,815.934
622.380294,1056.696,868.244
622.580283,1077.717,881.566
622.780282,1069.942,849.796
622.980276,1076.524,833.088
623.180269,1069.89,817.457
623.380263,1067.16,809.761
623.580252,1053.784,816.514
623.780249,1047.957,804.497
623.980247,1054.557,819.557
624.18024,1067.277,826.267
624.380236,1061.41,820.521
624.580238,1054.127,816.845
624.78023,1058.598,813.167
624.980229,1066.971,822.974
625.180224,1068.74,834.547
625.380222,1085.301,848.774
625.58022,1058.92,826.629
625.780219,1061.972,822.668
625.98021,1084.364,838.344
626.180207,1090.773,861.796
626.380209,1061.332,841.145
626.580203,1089.086,850.052
626.7802,1072.434,850.66
626.980192,1030.972,823.305
627.180193,1031.705,824.71
627.380189,1048.348,857.697
627.580183,1051.482,843.601
627.780185,1053.788,847.642
627.980176,1042.029,827.763
628.180178,1067.333,844.363
628.380171,1061.674,835.513
628.580169,1059.739,832.19
628.78017,1061.887,810.79
628.980162,1057.169,835.641
629.180161,1074.153,849.098
629.38016,1071.953,847.314
629.580148,1061.549,840.536
629.78015,1065.491,865.796
629.980149,1065.179,867.12
630.180141,1059.798,891.748
630.380141,1064.359,854.386
630.580137,1048.912,824.99
630.780133,1047.404,821.813
630.980129,1046.769,840.177
631.180126,1081.447,839.118
631.380124,1068.086,825.902
631.58012,1063.194,823.576
631.780116,1062.196,820.436
631.980109,1073.972,820.178
632.180097,1060.129,820.057
632.380085,1073.121,836.683
632.580074,1083.52,836.133
632.780066,1100.962,836.282
632.980054,1084.851,828.019
633.180042,1077.69,827.179
633.380034,1064.321,815.645
633.58002,1057.289,819.267
633.780011,1057.358,828.182
633.98,1049.495,829.447
634.17999,1074.652,816.896
634.379983,1081.181,820.689
634.57997,1066.799,804.594
634.77996,1065.908,815.314
634.979952,1077.129,815.416
635.179938,1061.169,813.422
635.379926,1071.865,817.478
635.579919,1073.956,822.936
635.779909,1096.177,818.735
635.979894,1086.183,829.948
636.179887,1079.147,833.188
636.379876,1075.064,822.071
636.579867,1055.267,822.781
636.779851,1059.944,817.141
636.979841,1040.84,809.384
637.179833,1044.447,802.269
637.37982,1049.827,805.281
637.579812,1056.424,826.097
637.779798,1082.118,826.668
637.979789,1111.06,823.59
638.179777,1088.282,848.069
638.379767,1109.46,838.877
638.579758,1109.073,836.658
638.779747,1115.833,828.415
638.979738,1100.182,822.911
639.179723,1077.561,816.524
639.379719,1075.791,814.511
639.579705,1064.183,809.069
639.779692,1078.885,801.932
639.979691,1068.933,831.174
640.17969,1085.85,818.743
640.379682,1073.799,811.603
640.579682,1063.387,796.324
640.779678,1055.057,805.05
640.979675,1073.908,807.53
641.179673,1073.3,810.401
641.379673,1082.168,816.148
641.579664,1090.849,820.652
641.779661,1121.019,843.652
641.979657,1093.135,828.66
642.179658,1078.877,857.22
642.379656,1065.745,852.033
642.579652,1072.748,857.62
642.779645,1084.37,845.673
642.979648,1085.086,854.021
643.17964,1082.393,858.184
643.379638,1082.38,832.367
643.579639,1084.571,824.184
643.779635,1069.038,830.361
643.979628,1100.112,827.228
644.179625,1078.685,821.281
644.379622,1084.95,825.657
644.579617,1063.718,811.169
644.779616,1074.356,818.003
644.979617,1091.415,823.042
645.179612,1099.212,834.978
645.379608,1088.224,819.172
645.579608,1070.739,813.67
645.779599,1099.732,826.452
645.979596,1088.568,819.522
646.179599,1078.268,826.981
646.37959,1083.184,831.06
646.579587,1086.981,848.394
646.779585,1084.65,856.419
646.979584,1097.353,843.383
647.17958,1110.467,842.808
647.379579,1116.732,831.779
647.579577,1108.105,834.618
647.779568,1106.986,821.075
647.979568,1090.111,826.681
648.17956,1096.576,816.289
648.379558,1096.435,817.393
648.579552,1098.916,824.589
648.779543,1090.526,813.038
648.979536,1075.361,820.157
649.179534,1075.231,806.964
649.379529,1080.802,801.344
649.579521,1075.746,803.882
649.779514,1067.296,809.682
649.979515,1080.248,815.97
650.179506,1078.667,811.925
650.379498,1100.508,837.558
650.579495,1100.628,837.01
650.77949,1092.679,814.312
650.979482,1075.545,809.631
651.179476,1086.63,802.119
651.379472,1084.688,820.75
651.579469,1107.072,802.706
651.77946,1088.481,807.376
651.979454,1097.136,810.354
652.179449,1088.279,810.921
652.379449,1070.892,810.548
652.579439,1081.363,813.483
652.779434,1097.609,828.034
652.979429,1127.614,842.667
653.179428,1121.597,815.094
653.37942,1070.421,809.839
653.579411,1093.568,834.966
653.779408,1131.114,838.296
653.979402,1121.762,831.641
654.179397,1126.275,825.398
654.379388,1120.015,826.81
654.579387,1124.652,832.04
654.779383,1121.562,826.953
654.979379,1128.506,821.852
655.179371,1129.747,827.157
655.379368,1125.833,826.964
655.579362,1100.627,801.798
655.779353,1088.62,813.051
655.979349,1074.418,793.161
656.179343,1078.425,806.978
656.379339,1078.738,803.353
656.579333,1073.776,796.727
656.779332,1063.73,801.44
656.979321,1073.25,814.31
657.179317,1080.565,812.622
657.379313,1086.629,806.085
657.579305,1079.729,810.908
657.7793,1089.807,818.586
657.979296,1086.683,805.875
658.179294,1102.498,820.562
658.379285,1097.158,820.848
658.579285,1115.589,815.32
658.77928,1094.164,817.447
658.979273,1091.522,816.994
659.179268,1081.545,819.037
659.379261,1082.003,815.665
659.579258,1077.394,799.366
659.779251,1078.188,818.34
659.97925,1076.18,828.837
660.179245,1078.333,824.769
660.379239,1080.411,826.109
660.579235,1072.638,815.161
660.779229,1084.612,816.026
660.979221,1084.968,839.549
661.179215,1066.66,833.331
661.37921,1069.492,822.445
661.579207,1077.047,811.064
661.779203,1058.539,807.007
661.979199,1066.346,817.007
662.179192,1064.262,825.912
662.379184,1068.417,831.57
662.579181,1062.094,835.23
662.779173,1068.931,844.365
662.979173,1064.36,831.507
663.179163,1062.841,812.333
663.379158,1071.296,821.613
663.579155,1074.643,816.298
663.77915,1072.096,812.171
663.979147,1091.619,835.594
664.179139,1109.023,837.194
664.379134,1097.201,853.464
664.579131,1099.877,835.519
664.779128,1081.271,818.452
664.97912,1077.528,833.448
665.179115,1102.72,839.377
665.379112,1096.067,841.813
665.579112,1091.598,859.768
665.779103,1083.111,842.862
665.979097,1072.852,828.117
666.179093,1079.699,826.072
666.379091,1070.409,816.824
666.579089,1069.69,813.315
666.779081,1072.105,814.945
666.979076,1064.457,819.524
667.179075,1065.34,808.886
667.379068,1071.647,805.408
667.579066,1093.312,818.562
667.779055,1078.747,820.339
667.979053,1083.541,804.793
668.179051,1095.783,819.175
668.379048,1100.903,814.037
668.579038,1094.702,816.015
668.779037,1100.964,811.914
668.979031,1097.493,820.234
669.179026,1107.557,820.105
669.37902,1105.826,821.259
669.579018,1114.887,823.304
669.779011,1109.158,823.675
669.979009,1121.696,827.253
670.179002,1116.838,829.468
670.378997,1131.2,827.111
670.578996,1125.571,824.417
670.778988,1119.399,818.268
670.978988,1118.508,805.051
671.178984,1080.087,815.427
671.378977,1123.051,818.485
671.578969,1100.06,823.605
671.778971,1102.829,818.625
671.978959,1103.307,811.717
672.178947,1094.419,821.888
672.378938,1099.361,806.628
672.578935,1102.905,816.292
672.778924,1107.366,811.393
672.978915,1109.452,813.669
673.178904,1123.066,814.098
673.378897,1116.912,812.587
673.578889,1112.854,806.645
673.77888,1118.998,816.439
673.978869,1100.717,804.542
674.178859,1111.324,796.615
674.37885,1094.907,808.133
674.578845,1085.417,802.551
674.778836,1079.266,818.072
674.978823,1123.728,825.831
675.178817,1131.283,822.137
675.378806,1115.264,818.444
675.578798,1126.986,817.906
675.778789,1122.479,819.143
675.978777,1132.634,821.622
676.178771,1127.477,827.774
676.37876,1135.845,828.293
676.578754,1139.181,814.372
676.77874,1131.578,819.757
676.978736,1119.257,818.741
677.178725,1113.207,823.217
677.378717,1127.189,817.485
677.57871,1124.233,817.92
677.778701,1126.35,816.832
677.978692,1119.048,821.323
678.178684,1119.973,819.518
678.378671,1093.473,812.326
678.578661,1112.726,817.162
678.778657,1111.064,812.111
678.978645,1113.575,823.101
679.178635,1125.661,816.552
679.378628,1129.897,814.171
679.578615,1121.371,804.582
679.77861,1103.171,815.712
679.978605,1146.664,830.638
680.178598,1120.437,812.374
680.378594,1088.789,798.2
680.578585,1093.251,813.091
680.778584,1100.965,813.065
680.978575,1083.931,795.007
681.178576,1074.953,794.104
681.378568,1075.863,793.917
681.57856,1068.19,790.287
681.778562,1068.792,794.745
681.978554,1070.937,806.607
682.178546,1069.754,801.323
682.37854,1080.156,804.386
682.578539,1080.746,797.446
682.77853,1091.667,808.334
682.978525,1126.309,843.822
683.178526,1106.738,861.58
683.378519,1091.411,854.68
683.578514,1115.921,854.727
683.778508,1114.231,866.835
683.978501,1116.131,879.209
684.178501,1080.033,837.653
684.378492,1079.822,833.848
684.578488,1077.173,828.332
684.778481,1087.441,818.879
684.978476,1077.926,822.201
685.178471,1077.87,820.986
685.378468,1071.475,813.668
685.578462,1079.448,818.159
685.778458,1090.653,831.012
685.978457,1088.417,824.051
686.17845,1066.23,810.201
686.378443,1069.054,808.406
686.578438,1049.073,801.626
686.778433,1061.337,806.666
686.978431,1083.461,826.024
687.178427,1094.181,825.856
687.378421,1092.531,824.203
687.578411,1092.492,822.061
687.778407,1098.38,813.328
687.9784,1096.812,823.073
688.178398,1119.046,822.693
688.378389,1092.169,810.263
688.578383,1097.789,813.361
688.778381,1086.74,813.273
688.978376,1081.953,810.008
689.178364,1079.132,823.752
689.378358,1112.596,835.08
689.578356,1098.836,827.451
689.778347,1073.777,826.47
689.978341,1103.179,832.712
690.178332,1112.535,847.4
690.378329,1109.807,856.552
690.578326,1087.021,850.104
690.778315,1106.561,856.857
690.978308,1092.9,838.663
691.178304,1107.044,854.589
691.378299,1106.58,851.313
691.578293,1091.152,840.085
691.778289,1082.159,825.477
691.978281,1090.508,834.343
692.178273,1082.255,826.721
692.378266,1105.818,834.636
692.578263,1093.01,819.108
692.778252,1081.435,831.389
692.978249,1100.994,834.914
693.178241,1089.804,830.486
693.378236,1082.385,843.687
693.578228,1078.267,872.349
693.778224,1038.624,873.818
693.97822,1070.999,833.449
694.178209,1056.353,827.64
694.378209,1079.043,838.495
694.578197,1081.709,821.685
694.778192,1083.28,824.312
694.978187,1071.719,808.231
695.178179,1088.028,813.704
695.378176,1097.19,817.904
695.578167,1094.573,824.152
695.778164,1103.488,819.238
695.978152,1101.495,818.291
696.178145,1101.403,817.377
696.378138,1087.313,814.481
696.578128,1087.955,810.749
696.778119,1092.907,811.039
696.97811,1087.395,809.399
697.178103,1087.362,819.653
697.378099,1106.479,824.928
697.578087,1089.366,812.872
697.778079,1075.739,813.127
697.97807,1078.846,820.849
698.178058,1084.63,828.566
698.378051,1087.253,813.669
698.578043,1076.767,820.637
