,Timestamp
0,64111.03507
1,64111.13772
2,64112.08481
3,64112.18732
4,64112.2895
5,64112.39212
6,64164.18452
7,64165.41325
8,64165.51557
9,64165.61836
10,64170.3543
11,64170.43322
12,64170.50799
13,64170.58505
14,64170.66181
15,64171.43107
16,64171.50714
17,64171.60886
18,64171.71148
19,64171.81364
20,64171.91604
21,64181.54252
22,64181.64476
23,64182.61879
24,64182.71999
25,64182.82266
26,64182.92772
27,64197.05821
28,64198.4139
29,64198.51661
30,64198.59342
31,64201.12805
32,64201.20465
33,64201.28156
34,64201.35809
35,64201.43493
36,64210.01158
37,64210.08859
38,64210.19084
39,64210.29341
40,64210.39567
41,64210.49825
42,64228.26557
43,64229.46883
44,64229.57126
45,64229.67366
46,64232.33654
47,64232.41361
48,64232.51668
49,64232.59227
50,64232.67064
51,64247.18528
52,64247.26212
53,64247.36465
54,64247.46691
55,64247.5702
56,64247.67172
57,64289.58185
58,64290.88756
59,64290.98993
60,64291.09235
61,64293.72963
62,64293.80663
63,64293.88329
64,64293.98757
65,64294.06253
66,64765.31453
67,64765.4169
68,64765.51939
69,64765.62175
70,64765.72454
71,64765.80097
72,64827.01679
73,64828.09018
74,64828.19364
75,64828.29512
76,64830.98321
77,64831.06077
78,64831.137
79,64831.21358
80,64831.29038
81,64833.79936
82,64833.90184
83,64834.00502
84,64834.10661
85,64834.20983
86,64834.3114
87,64885.00406
88,64886.05298
89,64886.1551
90,64886.25754
91,64888.84369
92,64888.94752
93,64889.02253
94,64889.09932
95,64889.17609
96,64895.60212
97,64895.70454
98,64895.80778
99,64895.9094
100,64896.01178
101,64896.11511
102,64919.25944
103,64919.33668
104,64920.41044
105,64920.51332
106,64920.61686
107,64920.71953
108,64943.98959
109,64944.0946
110,64945.16763
111,64945.27167
112,64945.37212
113,64945.47462
114,64997.14034
115,64997.24268
116,64998.77782
117,64998.87991
118,64998.98348
119,64999.08467
120,65048.26588
121,65049.52027
122,65049.62271
123,65049.72509
124,65052.38802
125,65052.49179
126,65052.56695
127,65052.64399
128,65052.72051
129,65154.41114
130,65154.51338
131,65154.6161
132,65154.71982
133,65154.82066
134,65154.92301
135,65185.7988
136,65186.7717
137,65186.87442
138,65186.97819
139,65189.66501
140,65189.74152
141,65189.81828
142,65189.89741
143,65189.99839
144,65196.29563
145,65196.39825
146,65196.50074
147,65196.60284
148,65196.70561
149,65196.78208
150,65215.08749
151,65215.18975
152,65216.49568
153,65216.59793
154,65216.7002
155,65216.80262
156,65344.58372
157,65344.68379
158,65346.37381
159,65346.47652
160,65346.57861
161,65346.68084
162,65373.46029
163,65373.56265
164,65374.66346
165,65374.7674
166,65374.86849
167,65374.97071
168,65448.72991
169,65449.70273
170,65449.7793
171,65449.88173
172,65452.46748
173,65452.54427
174,65452.62234
175,65452.6992
176,65452.77509
177,66425.23722
178,66425.3397
179,66425.44211
180,66425.51885
181,66425.62144
182,66425.72383
183,66444.69467
184,66444.79706
185,66445.76991
186,66445.87235
187,66445.975
188,66446.07724
189,66503.47649
190,66505.32078
191,66505.42223
192,66505.49929
193,66508.1877
194,66508.2896
195,66508.36726
196,66508.44326
197,66508.52008
198,66510.87561
199,66510.97779
200,66511.08052
201,66511.18447
202,66511.25957
203,66511.36228
204,66526.92794
205,66528.8479
206,66528.95123
207,66529.02734
208,66531.66465
209,66531.74093
210,66531.81783
211,66531.89457
212,66531.99693
213,66533.04659
214,66533.14917
215,66533.25206
216,66533.35388
217,66533.45627
218,66533.55882
219,66975.88196
220,66975.95898
221,66977.26461
222,66977.36678
223,66977.44352
224,66977.54595
225,67566.79988
226,67566.87528
227,67568.02821
228,67568.12956
229,67568.23282
230,67568.30939
231,67601.51556
232,67602.82016
233,67602.92248
234,67603.02496
235,67605.68748
236,67605.76443
237,67605.84147
238,67605.94363
239,67606.0203
240,67608.24883
241,67608.35013
242,67608.42689
243,67608.52945
244,67608.63185
245,67608.73437
246,68306.84593
247,68306.9497
248,68307.9467
249,68308.04932
250,68308.15142
251,68308.25521
252,68354.54196
253,68355.59196
254,68355.66843
255,68355.7708
256,68358.40809
257,68358.48461
258,68358.56275
259,68358.63825
260,68358.71668
261,68359.58582
262,68359.68937
263,68359.79037
264,68359.89274
265,68359.97037
266,68360.07382
267,68951.65414
268,68951.75667
269,68952.70381
270,68952.80616
271,68952.90862
272,68953.01134
273,69521.7563
274,69522.72934
275,69522.83205
276,69522.93553
277,69525.54569
278,69525.62492
279,69525.69901
280,69525.77581
281,69525.85261
282,69526.59542
283,69526.6975
284,69526.80152
285,69526.9023
286,69527.00488
287,69527.10716
288,69546.15566
289,69547.1025
290,69547.20461
291,69547.30693
292,69550.072
293,69550.14941
294,69550.2256
295,69550.30239
296,69550.37921
297,69550.89125
298,69550.99363
299,69551.0965
300,69551.19849
301,69551.3025
302,69551.40324
303,69708.49846
304,69710.08361
305,69710.18597
306,69710.28851
307,69713.4633
308,69713.54016
309,69713.61796
310,69713.71907
311,69713.79589
312,69715.46003
313,69715.56248
314,69715.6652
315,69715.76727
316,69715.8698
317,69715.97224
318,69742.13713
319,69742.23956
320,69743.21422
321,69743.31479
322,69743.41731
323,69743.52017
324,70015.15534
325,70016.15383
326,70016.25629
327,70016.35914
328,70019.02234
329,70019.0981
330,70019.17494
331,70019.27796
332,70019.3541
333,70019.91734
334,70020.0197
335,70020.1221
336,70020.20077
337,70020.30166
338,70020.40376
339,70045.92878
340,70046.0058
341,70047.13228
342,70047.23491
343,70047.33695
344,70047.4393
345,70572.22624
346,70572.32905
347,70573.45527
348,70573.55753
349,70573.66034
350,70573.76387
351,70891.7887
352,70892.78756
353,70892.88969
354,70892.99226
355,70895.62906
356,70895.70689
357,70895.78253
358,70895.85978
359,70895.93619
360,70896.52507
361,70896.6031
362,70896.70446
363,70896.80664
364,70896.90944
365,70897.01295
366,70928.1947
367,70928.29723
368,70929.2956
369,70929.39798
370,70929.50028
371,70929.603
372,70945.98785
373,70946.09024
374,70947.44714
375,70947.54958
376,70947.65224
377,70947.75434
378,70992.35375
379,70992.45556
380,70993.50586
381,70993.60735
382,70993.7097
383,70993.8122
384,71210.96712
385,71211.06967
386,71212.81044
387,71212.91464
388,71213.01527
389,71213.11766
390,71262.63246
391,71262.73408
392,71264.39846
393,71264.50061
394,71264.6031
395,71264.7054
396,71278.09526
397,71278.19791
398,71279.14491
399,71279.24826
400,71279.34972
401,71279.45219
402,71295.5813
403,71297.09187
404,71297.19418
405,71297.29679
406,71300.03749
407,71300.11291
408,71300.19022
409,71300.26637
410,71300.34322
411,71300.90822
412,71300.98337
413,71301.08564
414,71301.18804
415,71301.29073
416,71301.39318
417,71323.35926
418,71323.46202
419,71324.46015
420,71324.5626
421,71324.66514
422,71324.76873
423,71376.94399
424,71377.04639
425,71378.01932
426,71378.09642
427,71378.19878
428,71378.3013
429,71401.24204
430,71402.23994
431,71402.34111
432,71402.44342
433,71404.92699
434,71405.0292
435,71405.10824
436,71405.18285
437,71405.26162
438,71405.84904
439,71405.95199
440,71406.02766
441,71406.13006
442,71406.2325
443,71406.3349
444,71427.76367
445,71428.76239
446,71428.86486
447,71428.96814
448,71431.70669
449,71431.78316
450,71431.86033
451,71431.93748
452,71432.01398
453,71432.47584
454,71432.577
455,71432.67924
456,71432.78186
457,71432.88412
458,71432.98647
459,71445.88975
460,71446.93984
461,71447.04195
462,71447.14455
463,71449.75597
464,71449.83249
465,71449.90964
466,71449.98612
467,71450.06291
468,71451.06291
469,71451.16387
470,71451.26698
471,71451.34441
472,71451.44694
473,71451.54787
474,71469.69956
475,71470.67269
476,71470.77503
477,71470.87721
478,71473.53979
479,71473.61661
480,71473.69343
481,71473.77029
482,71473.87277
483,71474.30811
484,71474.41034
485,71474.51268
486,71474.6154
487,71474.69193
488,71474.79434
489,71496.47917
490,71497.55566
491,71497.6567
492,71497.75926
493,71500.44737
494,71500.5242
495,71500.60306
496,71500.67871
497,71500.75468
498,71501.21546
499,71501.31827
500,71501.42036
501,71501.49949
502,71501.59978
503,71501.703
504,71520.31451
505,71521.31287
506,71521.41544
507,71521.51791
508,71524.05276
509,71524.12928
510,71524.20616
511,71524.28393
512,71524.35978
513,71525.05076
514,71525.15324
515,71525.2562
516,71525.36186
517,71525.46035
518,71525.56292
519,71545.43109
520,71546.60841
521,71546.70995
522,71546.81261
523,71549.5518
524,71549.62851
525,71549.70794
526,71549.78214
527,71549.88477
528,71550.34596
529,71550.4498
530,71550.52474
531,71550.62705
532,71550.72969
533,71550.83324
534,71566.65375
535,71567.93431
536,71568.03631
537,71568.13888
538,71570.80134
539,71570.87825
540,71570.98052
541,71571.0578
542,71571.13421
543,71571.5707
544,71571.67172
545,71571.77448
546,71571.87661
547,71571.97893
548,71572.08134
549,71594.27823
550,71595.30271
551,71595.40662
552,71595.50708
553,71598.11866
554,71598.1959
555,71598.27231
556,71598.34889
557,71598.42566
558,71598.86132
559,71598.9634
560,71599.06574
561,71599.16887
562,71599.27054
563,71599.37411
564,71621.49509
565,71622.69678
566,71622.79866
567,71622.90383
568,71625.66629
569,71625.74289
570,71625.81993
571,71625.8974
572,71625.97324
573,71626.51105
574,71626.61409
575,71626.7158
576,71626.81989
577,71626.92056
578,71627.02292
579,71642.28239
580,71643.30575
581,71643.40861
582,71643.5119
583,71646.01953
584,71646.10104
585,71646.17326
586,71646.25006
587,71646.32676
588,71646.83878
589,71646.94163
590,71647.01821
591,71647.12051
592,71647.22278
593,71647.32525
594,71677.25471
595,71677.3307
596,71678.38042
597,71678.48269
598,71678.58529
599,71681.19652
600,71681.27601
601,71681.37615
602,71681.45303
603,71681.52961
604,71682.65582
605,71682.75822
606,71682.86066
607,71682.96325
608,71683.06609
609,71683.17019
610,71707.48963
611,71708.56493
612,71708.66725
613,71708.74445
614,71708.8481
615,72923.73215
616,72923.80851
617,72925.31903
618,72925.42148
619,72925.52396
620,72930.38836
621,72930.46541
622,72930.56827
623,72930.64422
624,72930.72106
625,72931.36113
626,72931.46364
627,72931.56646
628,72931.66854
629,72931.77071
630,72931.84756
631,72961.62275
632,72961.72492
633,72962.80017
634,72962.90264
635,72963.00498
636,72965.64233
637,72965.74547
638,72965.82345
639,72965.89812
640,72965.975
641,72966.41023
642,72966.51264
643,72966.61617
644,72966.71726
645,72966.79404
646,72966.89647
647,72995.90363
648,72996.00607
649,72997.08109
650,72997.18344
651,72997.2603
652,72999.79483
653,72999.87373
654,72999.97407
655,73000.05089
656,73000.12786
657,73002.38093
658,73002.48477
659,73002.58556
660,73002.68785
661,73002.79036
662,73002.89284
663,73028.62304
664,73028.69962
665,73029.67227
666,73029.77475
667,73029.87716
668,73032.51402
669,73032.59113
670,73032.66762
671,73032.74479
672,73032.82126
673,73033.76982
674,73033.87094
675,73033.97339
676,73034.05015
677,73034.15254
678,73034.25526
679,73058.62972
680,73058.73043
681,73059.70355
682,73059.7807
683,73059.88239
684,73062.52154
685,73062.5964
686,73062.6731
687,73062.7755
688,73062.85248
689,73064.08147
690,73064.18356
691,73064.28684
692,73064.38968
693,73064.49085
694,73064.59323
695,74637.54605
696,74638.62138
697,74638.72506
698,74638.82673
699,74638.93027
700,75244.00311
701,75244.10569
702,75245.82086
703,75245.92346
704,75246.00374
705,75248.68936
706,75248.76512
707,75248.84499
708,75248.91857
709,75248.99543
710,75249.8658
711,75249.96823
712,75250.07067
713,75250.17302
714,75250.27544
715,75250.378
716,75287.19401
717,75287.29777
718,75288.26866
719,75288.37106
720,75288.44791
721,75291.0596
722,75291.13766
723,75291.21304
724,75291.28972
725,75291.36641
726,75294.72033
727,75294.82316
728,75294.92723
729,75295.02789
730,75295.10436
731,75295.20699
732,75322.03793
733,75322.13996
734,75323.08712
735,75323.1903
736,75323.29194
737,75328.05405
738,75328.15668
739,75328.23357
740,75328.31
741,75328.38849
742,75328.82199
743,75328.92447
744,75329.02683
745,75329.10396
746,75329.20604
747,75329.3089
748,75350.04593
749,75350.14853
750,75351.81412
751,75351.91491
752,75351.99177
753,75356.67685
754,75356.75468
755,75356.83054
756,75356.9072
757,75356.98442
758,75357.59867
759,75357.70139
760,75357.80486
761,75357.90573
762,75358.00946
763,75358.11052
764,76179.23909
765,76179.34231
766,76180.28877
767,76180.39122
768,76180.49475
769,76183.21002
770,76183.28544
771,76183.36108
772,76183.4382
773,76183.51469
774,76186.63814
775,76186.74097
776,76186.84291
777,76186.9458
778,76187.04815
779,76187.15128
780,76203.99612
781,76204.09855
782,76205.07176
783,76205.17402
784,76205.27653
785,76207.86356
786,76207.93892
787,76208.04152
788,76208.11804
789,76208.19485
790,76210.03924
791,76210.14058
792,76210.24297
793,76210.34538
794,76210.44778
795,76210.55035
796,76233.59224
797,76233.69432
798,76234.66757
799,76234.76963
800,76234.87204
801,76237.56073
802,76237.63807
803,76237.71386
804,76237.79077
805,76237.86739
806,76238.6105
807,76238.71587
808,76238.81469
809,76238.91708
810,76238.99423
811,76239.09635
812,76257.73446
813,76257.83718
814,76258.88659
815,76258.98906
816,76259.09155
817,76261.67722
818,76261.754
819,76261.85687
820,76261.93315
821,76262.01032
822,76263.77742
823,76263.87894
824,76263.98226
